,accession,tax_id,organism_name,download_url
649,GCF_024918935.1,1574269,Polaribacter undariae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024918935.1/download?include_annotation_type=GENOME_FASTA&filename=Polaribacter_undariae.zip
650,GCF_017894365.1,76115,Aromatoleum bremense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_017894365.1/download?include_annotation_type=GENOME_FASTA&filename=Aromatoleum_bremense.zip
651,GCF_003970735.1,1826607,Silicimonas algicola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003970735.1/download?include_annotation_type=GENOME_FASTA&filename=Silicimonas_algicola.zip
652,GCF_020991125.1,435905,Microbulbifer celer,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_020991125.1/download?include_annotation_type=GENOME_FASTA&filename=Microbulbifer_celer.zip
653,GCF_013488225.1,375549,Sinorhizobium mexicanum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013488225.1/download?include_annotation_type=GENOME_FASTA&filename=Sinorhizobium_mexicanum.zip
654,GCF_000730385.1,589873,Alteromonas australica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000730385.1/download?include_annotation_type=GENOME_FASTA&filename=Alteromonas_australica.zip
655,GCF_009756665.1,1510150,Permianibacter aggregans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009756665.1/download?include_annotation_type=GENOME_FASTA&filename=Permianibacter_aggregans.zip
656,GCF_003815915.1,254,Chryseobacterium indoltheticum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003815915.1/download?include_annotation_type=GENOME_FASTA&filename=Chryseobacterium_indoltheticum.zip
657,GCF_026427595.1,1632866,Alkalimarinus sediminis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_026427595.1/download?include_annotation_type=GENOME_FASTA&filename=Alkalimarinus_sediminis.zip
658,GCF_009931115.1,48074,Microbulbifer hydrolyticus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009931115.1/download?include_annotation_type=GENOME_FASTA&filename=Microbulbifer_hydrolyticus.zip
659,GCF_001042715.1,84022,Clostridium aceticum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001042715.1/download?include_annotation_type=GENOME_FASTA&filename=Clostridium_aceticum.zip
660,GCF_013466785.1,419476,Nocardioides marinisabuli,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013466785.1/download?include_annotation_type=GENOME_FASTA&filename=Nocardioides_marinisabuli.zip
661,GCF_011399095.1,115561,Halomonas hydrothermalis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_011399095.1/download?include_annotation_type=GENOME_FASTA&filename=Halomonas_hydrothermalis.zip
662,GCF_002355375.1,1500254,Aneurinibacillus soli,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002355375.1/download?include_annotation_type=GENOME_FASTA&filename=Aneurinibacillus_soli.zip
663,GCF_005952805.1,392593,Inhella inkyongensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_005952805.1/download?include_annotation_type=GENOME_FASTA&filename=Inhella_inkyongensis.zip
664,GCF_002096055.1,1619308,Cnuibacter physcomitrellae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002096055.1/download?include_annotation_type=GENOME_FASTA&filename=Cnuibacter_physcomitrellae.zip
665,GCF_902502825.2,1335061,Pseudorhizobium flavum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_902502825.2/download?include_annotation_type=GENOME_FASTA&filename=Pseudorhizobium_flavum.zip
666,GCF_011046555.1,797291,Sphingobacterium lactis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_011046555.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingobacterium_lactis.zip
667,GCF_022647325.1,470932,Pantoea deleyi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022647325.1/download?include_annotation_type=GENOME_FASTA&filename=Pantoea_deleyi.zip
668,GCF_002847445.1,1077935,Paracoccus zhejiangensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002847445.1/download?include_annotation_type=GENOME_FASTA&filename=Paracoccus_zhejiangensis.zip
669,GCF_002407065.1,1331682,Brachybacterium ginsengisoli,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002407065.1/download?include_annotation_type=GENOME_FASTA&filename=Brachybacterium_ginsengisoli.zip
670,GCF_026409565.1,2599305,Sneathiella aquimaris,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_026409565.1/download?include_annotation_type=GENOME_FASTA&filename=Sneathiella_aquimaris.zip
671,GCF_001940525.2,1915078,Thioclava nitratireducens,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001940525.2/download?include_annotation_type=GENOME_FASTA&filename=Thioclava_nitratireducens.zip
672,GCF_026013645.1,1216297,Virgibacillus natechei,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_026013645.1/download?include_annotation_type=GENOME_FASTA&filename=Virgibacillus_natechei.zip
673,GCF_001414055.1,69395,Caulobacter henricii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001414055.1/download?include_annotation_type=GENOME_FASTA&filename=Caulobacter_henricii.zip
674,GCF_019915265.1,2672567,Bacillus aquiflavi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019915265.1/download?include_annotation_type=GENOME_FASTA&filename=Bacillus_aquiflavi.zip
675,GCF_014784055.1,1888915,Polaribacter haliotis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014784055.1/download?include_annotation_type=GENOME_FASTA&filename=Polaribacter_haliotis.zip
676,GCF_004135285.1,2509458,Microbacterium protaetiae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004135285.1/download?include_annotation_type=GENOME_FASTA&filename=Microbacterium_protaetiae.zip
677,GCF_002224645.1,51515,Dehalobacterium formicoaceticum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002224645.1/download?include_annotation_type=GENOME_FASTA&filename=Dehalobacterium_formicoaceticum.zip
678,GCF_001922305.1,96773,Thauera chlorobenzoica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001922305.1/download?include_annotation_type=GENOME_FASTA&filename=Thauera_chlorobenzoica.zip
679,GCF_003590145.2,1537215,Pseudooceanicola algae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003590145.2/download?include_annotation_type=GENOME_FASTA&filename=Pseudooceanicola_algae.zip
680,GCF_001402875.1,1079,Blastochloris viridis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001402875.1/download?include_annotation_type=GENOME_FASTA&filename=Blastochloris_viridis.zip
681,GCF_003355475.1,556288,Brachybacterium saurashtrense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003355475.1/download?include_annotation_type=GENOME_FASTA&filename=Brachybacterium_saurashtrense.zip
682,GCF_008932245.1,1752398,Sinorhizobium alkalisoli,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008932245.1/download?include_annotation_type=GENOME_FASTA&filename=Sinorhizobium_alkalisoli.zip
683,GCF_004135405.1,2509455,Agromyces protaetiae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004135405.1/download?include_annotation_type=GENOME_FASTA&filename=Agromyces_protaetiae.zip
684,GCF_001187785.1,1579979,Wenzhouxiangella marina,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001187785.1/download?include_annotation_type=GENOME_FASTA&filename=Wenzhouxiangella_marina.zip
685,GCF_002157205.1,157779,Kushneria marisflavi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002157205.1/download?include_annotation_type=GENOME_FASTA&filename=Kushneria_marisflavi.zip
686,GCF_028553785.1,658446,Paracoccus fistulariae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_028553785.1/download?include_annotation_type=GENOME_FASTA&filename=Paracoccus_fistulariae.zip
687,GCF_017352095.1,370324,Natrinema longum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_017352095.1/download?include_annotation_type=GENOME_FASTA&filename=Natrinema_longum.zip
688,GCF_030406665.1,29573,Halomonas halophila,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_030406665.1/download?include_annotation_type=GENOME_FASTA&filename=Halomonas_halophila.zip
689,GCF_008630635.1,1031538,Neptunomonas concharum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008630635.1/download?include_annotation_type=GENOME_FASTA&filename=Neptunomonas_concharum.zip
690,GCF_022869165.1,1129264,Sphaerochaeta associata,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022869165.1/download?include_annotation_type=GENOME_FASTA&filename=Sphaerochaeta_associata.zip
691,GCF_024300825.1,1046043,Natronomonas gomsonensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024300825.1/download?include_annotation_type=GENOME_FASTA&filename=Natronomonas_gomsonensis.zip
692,GCF_001028705.1,1348774,Croceicoccus naphthovorans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001028705.1/download?include_annotation_type=GENOME_FASTA&filename=Croceicoccus_naphthovorans.zip
693,GCF_014681765.1,564137,Roseicitreum antarcticum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014681765.1/download?include_annotation_type=GENOME_FASTA&filename=Roseicitreum_antarcticum.zip
694,GCF_002906655.1,1534743,Vibrio hyugaensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002906655.1/download?include_annotation_type=GENOME_FASTA&filename=Vibrio_hyugaensis.zip
695,GCF_002221505.1,28109,Pseudoalteromonas nigrifaciens,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002221505.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudoalteromonas_nigrifaciens.zip
696,GCF_003966975.1,913107,Pelolinea submarina,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003966975.1/download?include_annotation_type=GENOME_FASTA&filename=Pelolinea_submarina.zip
697,GCF_002009235.1,1598147,Planococcus faecalis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002009235.1/download?include_annotation_type=GENOME_FASTA&filename=Planococcus_faecalis.zip
698,GCF_001465835.2,1374,Planococcus kocurii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001465835.2/download?include_annotation_type=GENOME_FASTA&filename=Planococcus_kocurii.zip
699,GCF_006337125.1,767452,Serinicoccus chungangensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_006337125.1/download?include_annotation_type=GENOME_FASTA&filename=Serinicoccus_chungangensis.zip
700,GCF_003856835.1,660522,Haloplanus aerogenes,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003856835.1/download?include_annotation_type=GENOME_FASTA&filename=Haloplanus_aerogenes.zip
701,GCF_000953655.1,449,Legionella hackeliae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000953655.1/download?include_annotation_type=GENOME_FASTA&filename=Legionella_hackeliae.zip
702,GCF_028607105.1,2282397,Novosphingobium humi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_028607105.1/download?include_annotation_type=GENOME_FASTA&filename=Novosphingobium_humi.zip
703,GCF_001547935.1,1435069,Vibrio tritonius,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001547935.1/download?include_annotation_type=GENOME_FASTA&filename=Vibrio_tritonius.zip
704,GCF_001974985.1,36805,Microbacterium aurum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001974985.1/download?include_annotation_type=GENOME_FASTA&filename=Microbacterium_aurum.zip
705,GCF_017161425.1,2029849,Marinicauda algicola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_017161425.1/download?include_annotation_type=GENOME_FASTA&filename=Marinicauda_algicola.zip
706,GCF_001971705.1,588898,Natronorubrum daqingense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001971705.1/download?include_annotation_type=GENOME_FASTA&filename=Natronorubrum_daqingense.zip
707,GCF_001008165.2,1267766,Croceibacterium atlanticum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001008165.2/download?include_annotation_type=GENOME_FASTA&filename=Croceibacterium_atlanticum.zip
708,GCF_018798885.1,2840474,Gemmobacter fulvus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018798885.1/download?include_annotation_type=GENOME_FASTA&filename=Gemmobacter_fulvus.zip
709,GCF_011046895.1,451876,Rhizobium rhizoryzae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_011046895.1/download?include_annotation_type=GENOME_FASTA&filename=Rhizobium_rhizoryzae.zip
710,GCF_010450875.1,424800,Sphingomonas insulae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_010450875.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingomonas_insulae.zip
711,GCF_002804065.1,2055160,Kyrpidia spormannii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002804065.1/download?include_annotation_type=GENOME_FASTA&filename=Kyrpidia_spormannii.zip
712,GCF_002788215.1,1073996,Halohasta litchfieldiae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002788215.1/download?include_annotation_type=GENOME_FASTA&filename=Halohasta_litchfieldiae.zip
713,GCF_002504165.1,1411902,Pacificitalea manganoxidans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002504165.1/download?include_annotation_type=GENOME_FASTA&filename=Pacificitalea_manganoxidans.zip
714,GCF_001455205.1,44577,Nitrosomonas ureae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001455205.1/download?include_annotation_type=GENOME_FASTA&filename=Nitrosomonas_ureae.zip
715,GCF_001688845.2,1796646,Muribaculum intestinale,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001688845.2/download?include_annotation_type=GENOME_FASTA&filename=Muribaculum_intestinale.zip
716,GCF_004135935.1,569860,Methylovirgula ligni,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004135935.1/download?include_annotation_type=GENOME_FASTA&filename=Methylovirgula_ligni.zip
717,GCF_900638245.1,266749,Kaistella jeonii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900638245.1/download?include_annotation_type=GENOME_FASTA&filename=Kaistella_jeonii.zip
718,GCF_000975265.2,480418,Mycobacterium lepromatosis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000975265.2/download?include_annotation_type=GENOME_FASTA&filename=Mycobacterium_lepromatosis.zip
719,GCF_001507665.1,1768108,Deinococcus actinosclerus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001507665.1/download?include_annotation_type=GENOME_FASTA&filename=Deinococcus_actinosclerus.zip
720,GCF_024347475.1,212667,Vibrio fortis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024347475.1/download?include_annotation_type=GENOME_FASTA&filename=Vibrio_fortis.zip
721,GCF_000024825.1,150340,Vibrio antiquarius,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000024825.1/download?include_annotation_type=GENOME_FASTA&filename=Vibrio_antiquarius.zip
722,GCF_025758395.1,344163,Microbacterium terricola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_025758395.1/download?include_annotation_type=GENOME_FASTA&filename=Microbacterium_terricola.zip
723,GCF_001187845.1,1458307,Octadecabacter temperatus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001187845.1/download?include_annotation_type=GENOME_FASTA&filename=Octadecabacter_temperatus.zip
724,GCF_001997295.1,1610493,Tessaracoccus flavus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001997295.1/download?include_annotation_type=GENOME_FASTA&filename=Tessaracoccus_flavus.zip
725,GCF_009938225.1,265668,Vibrio ponticus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009938225.1/download?include_annotation_type=GENOME_FASTA&filename=Vibrio_ponticus.zip
726,GCF_010669145.1,2267833,Rhizobium oryzihabitans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_010669145.1/download?include_annotation_type=GENOME_FASTA&filename=Rhizobium_oryzihabitans.zip
727,GCF_900637895.1,266748,Kaistella antarctica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900637895.1/download?include_annotation_type=GENOME_FASTA&filename=Kaistella_antarctica.zip
728,GCF_000260985.4,754476,Methylophaga nitratireducenticrescens,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000260985.4/download?include_annotation_type=GENOME_FASTA&filename=Methylophaga_nitratireducenticrescens.zip
729,GCF_900637635.1,456,Legionella jordanis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900637635.1/download?include_annotation_type=GENOME_FASTA&filename=Legionella_jordanis.zip
730,GCF_004011095.1,33887,Rathayibacter rathayi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004011095.1/download?include_annotation_type=GENOME_FASTA&filename=Rathayibacter_rathayi.zip
731,GCF_001308265.1,1397108,Celeribacter marinus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001308265.1/download?include_annotation_type=GENOME_FASTA&filename=Celeribacter_marinus.zip
732,GCF_013201725.1,873191,Arcobacter defluvii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013201725.1/download?include_annotation_type=GENOME_FASTA&filename=Arcobacter_defluvii.zip
733,GCF_006459125.1,877500,Halarcobacter anaerophilus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_006459125.1/download?include_annotation_type=GENOME_FASTA&filename=Halarcobacter_anaerophilus.zip
734,GCF_002278075.1,2026199,Paraburkholderia aromaticivorans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002278075.1/download?include_annotation_type=GENOME_FASTA&filename=Paraburkholderia_aromaticivorans.zip
735,GCF_003344925.1,1784713,Flavobacterium arcticum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003344925.1/download?include_annotation_type=GENOME_FASTA&filename=Flavobacterium_arcticum.zip
736,GCF_014898175.1,1603886,Bifidobacterium lemurum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014898175.1/download?include_annotation_type=GENOME_FASTA&filename=Bifidobacterium_lemurum.zip
